Id,Name,Popularity,Followers,Genres
3Yl4nkmEa8BSuGWbwhdLDq,G.R.L.,61,327150,"dance pop, girl group, post-teen pop"
540vIaP2JwjQb9dm3aArA4,DJ Snake,83,7664188,"dance pop, edm, electronic trap, pop, pop dance, pop rap"
4EzkuveR9pLvDVFNx6foYD,James Bay,76,3551163,"modern rock, neo mellow, pop, pop rock"
6fLrPFLWLSCrp7gcTZXcKb,Twin Shadow,55,197564,"alternative dance, art pop, chillwave, dream pop, electropop, indie rock, indietronica, metropopolis, new rave, shimmer pop"
37PywjKNsxHji5F9eFODF2,The Be Good Tanyas,46,70848,"alternative country, canadian americana, folk, lilith, new americana, vancouver indie"
3xnfpcM4DC9zeHVuDhYICB,Sandi Thom,48,22826,"candy pop, scottish singer-songwriter"
23OknxGcY1i5xX1TRPilMj,Grace Potter & The Nocturnals,46,137467,modern blues rock
0bZCak2tcRMY1dzEIuwF42,The Heavy,60,379003,"bath indie, garage rock, modern alternative rock, modern blues rock, modern rock, rock"
5PjekOABtfU2Kwo0AHVmci,Guy Sebastian,66,455408,"australian pop, australian talent show"
4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,75,4972873,"contemporary country, country, country dawn, country road, oklahoma country, post-teen pop"
536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,71,2117572,"indietronica, irish rock, modern alternative rock, modern rock, northern irish indie, rock"
55tif8708yyDQlSjh3Trdu,Ben Folds,54,260225,"permanent wave, piano rock, pop rock"
2qvK5iLLoDV5mJeAvh5uka,The Halo Effect,44,20504,
1caBfBEapzw8z2Qz9q0OaQ,Asking Alexandria,70,1801590,"melodic metalcore, metalcore, trancecore, uk metalcore"
6tbLPxj1uQ6vsRQZI2YFCT,In This Moment,65,1082061,"alternative metal, melodic metalcore, nu metal"
3LkSiHbjqOHCKCqBfEZOTv,Atreyu,64,765849,"alternative metal, melodic metalcore, metalcore, nu metal, rap rock, screamo"
3Uobr6LgQpBbk6k4QGAb3V,I Prevail,70,920943,nu-metalcore
1epGwdbjU7JSGVBHlqptpx,Abbath,38,86969,"black 'n' roll, black metal, norwegian black metal"
16HYItTmZdhXM4Yz0CPtVy,Celeste,35,13966,"blackened hardcore, post-doom metal, sludgecore"
467M2s2YxXdlL2ZpDUNL3A,Paleface,47,24283,"metallic hardcore, slamming deathcore"
2W2H6mzoE0HqDLM7ux6FbO,Corpsegrinder,44,6584,
4URPAJlk8ay7npvNVVLpKN,I Built the Sky,41,39084,"djent, instrumental djent, instrumental progressive metal"
4L53eKiTXJsZeaX0Q9jxMI,Jake Howsam Lowe,35,2689,instrumental progressive metal
65C6Unk7nhg2aCnVuAPMo8,Animals As Leaders,54,413295,"djent, instrumental djent, instrumental rock, jazz metal, progressive jazz fusion, progressive metal"
5NIvyOvy39ljx9w71rnCS1,Allegaeon,41,61660,"american melodeath, denver metal, melodic death metal, technical death metal, technical melodic death metal"
4DocgoHzhwLeM8RRTd9lQk,Christina Sandsengen,22,438,
6ZwGUvmkFjPbaZLLfVWxlW,Ola Englund,32,25131,"metal guitar, shred"
2tRsMl4eGxwoNabM08Dm4I,Judas Priest,69,2996881,"album rock, birmingham metal, glam metal, hard rock, metal, power metal, rock"
0hGpZy6ws8FofByMkt0CV1,Pain,56,136529,"industrial metal, metal, neue deutsche harte, power metal"
1Qp56T7n950O3EGMsSl81D,Ghost,70,1199511,"hard rock, metal, rock"
7xrxYdkeO8JiGJ5Goiwh7J,ALESTI,46,14022,"gymcore, post-screamo"
1CF8aEN939swnuIZGFI7Hk,The Word Alive,65,283430,"melodic metalcore, metalcore, post-screamo, screamo, trancecore"
0H9lbVkJq2aj6SbqJKBVy5,Righteous Vendetta,43,21921,"christian rock, gymcore, metalcore, post-screamo, wyoming indie"
7I95CM75shzCjHuTzrepjM,Nova Twins,56,63573,"black punk, uk diy punk"
2X3qFQFHkm1sOGo5ppIoSD,Ad Infinitum,47,34050,"melodic metal, slayer, symphonic power metal"
14pVkFUHDL207LzLHtSA18,Pantera,70,3608415,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal"
05fG473iIaoy82BF1aGhL8,Slipknot,80,7984381,"alternative metal, nu metal, rap metal"
3uL4UpqShC4p2x1dJutoRW,Ghostemane,78,2551034,"dark trap, florida rap"
3luonLzvSOxdU8ytCaEIK8,IC3PEAK,67,849817,"russian witch house, witch house"
1UXEXWWOTTZNlyFapwHDbW,Oli Sykes,60,23265,
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,80,4218200,"melodic metalcore, metalcore, rock, uk metalcore"
2ye2Wgw4gimLv2eAKyk1NB,Metallica,84,20187590,"hard rock, metal, old school thrash, rock, thrash metal"
1J9Jg6CEtjR3C4SFXz1elX,Moonlight Haze,35,7140,"melodic metal, slayer, symphonic power metal"
5PgEqen6HcezHZRU1PJO0Z,Lords of Black,35,14539,"melodic metal, neo-trad metal, power metal, spanish metal, symphonic power metal"
6mdiAmATAx73kdxrNrnlao,Iron Maiden,76,7056934,"hard rock, metal, nwobhm, rock"
71vVmHeNgCVSa5SVmfvscU,Saxon,54,442697,"album rock, glam metal, hard rock, metal, nwobhm, power metal, rock"
5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,75,5898125,"album rock, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
4tvaP00z8io0RNfc8ib0sF,Stengah,24,697,
2aaLAng2L2aWD2FClzwiep,Dream Theater,65,1289821,"neo classical metal, progressive metal"
4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,72,2893489,"alternative metal, alternative rock, blues rock, modern rock, palm desert scene, rock, stoner metal, stoner rock"
4hvwEwrCmGj22uURGVET7Q,Monster Magnet,52,187911,"alternative metal, hard rock, stoner metal, stoner rock"
5d6KI8frPEo3qGsIL8Sak2,Destruction,43,207409,"death metal, german metal, german thrash metal, metal, mexican metal, old school thrash, thrash metal"
0L8QRAAuWjqvTM8FpQ1gYO,Annihilator,49,292819,"canadian metal, death metal, hard rock, metal, neo classical metal, old school thrash, power metal, speed metal, technical groove metal, thrash metal"
3y7cQLWTNdxQ1u3KZBSTtl,Stu Block,28,55,
1OW9EXz8lzkvtX2tfnUI9r,Dave Lombardo,37,2894,rock drums
1IQ2e1buppatiN1bxUVkrk,Slayer,67,2873434,"alternative metal, death metal, hard rock, metal, nu metal, old school thrash, rock, speed metal, thrash metal"
1Dvfqq39HxvCJ3GvfeIFuT,Mastodon,64,710796,"alternative metal, atlanta metal, hard rock, metal, nu metal, progressive groove metal, progressive sludge, rock, sludge metal, stoner metal"
3C5R32AIZlLfMa3uxLEYrU,Fallujah,38,62699,"blackened deathcore, brutal deathcore, death metal, djent, technical death metal, technical deathcore"
3JFsVIxOn7STeilPICkkB2,Lamb of God,65,1533879,"alternative metal, groove metal, melodic metalcore, metal, metalcore, nu metal, virginia metal"
0GDGKpJFhVpcjIGF8N6Ewt,Gojira,66,919109,"alternative metal, french death metal, french metal, metal, nu metal, progressive groove metal"
5uNTrZ1JlKsnpTeFyKWPYO,Rudyard Kipling,27,1949,reading
3pZ60MK5NPuXtBVJx1OkbN,Ralph Fiennes,38,1941,hollywood
2FEJYbtk6YLtBXrTRUpIAj,Mil's Trills,19,264,
4OqIoFW3JcA73jTeS8bMVK,Amelia Robinson,18,127,
71UFKjkG4b332WjdcCm4Yz,Hans Christian Anderson,1,409,
7DKo9sZTQcoqjEmiKAcn2m,Ann Lancaster,0,12,
6z9UJEQQ4Nu6JMOWDK29tL,Louis Adams,0,10,
47i0y7E9wRdtswOUFEtuje,Nigel Sharpe,0,1,
41SvZQhQFng0V3IdME5tM7,Westwinds12,6,76,
2gpFIVZUCq1gf8RALTZaWj,Lucy Bennett,53,21,
5gmOxTV1V68gGvOXDTopig,Michael Andersen,48,118,instrumental lullaby
2RmT9R0322WMFN5x3OHMQe,The Okee Dokee Brothers,47,16606,"banjo, children's folk, children's music, kindie rock, preschool children's music"
4wwj0BGZ6T61LB1jBWdo0n,Caspar Babypants,54,28592,"children's folk, children's music, kindie rock, preschool children's music"
5rCquw5nHKi2hyekBM9uLm,Fysah Thomas,34,8,
1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,72,760702,children's music
2d9kWGh7cYV72fwJkePAVS,Karma's World,20,139,
2ItqDyOHeQBaOPeZmKVu2p,Cast - Sofia the First,48,21353,disney
5ocA7gtizL3y8huRNXlali,Sofia,45,430,
6xC5Ps0Iv2UP4mYJv3nBq4,Mister Rogers,42,6843,children's music
1NyKett1dn0nNoZMNTTShB,Fairy Tales,35,3109,children's story
7Cky42ttadk7opBWW0yi38,Cindy Robinson,38,3067,children's story
6MFuXk9n7iZreVFl6MUo3h,Halloween Kids,29,15986,halloween
76PJKS3IQsf4sSayx2taE0,The Hit Crew,47,13890,
64TYMfqkpGQsUEuF5xqS2R,Elmo,58,18654,cartoon
0iDC0DDdk9WL7W8OdBSmtE,Big Bird,50,5904,"cartoon, children's music"
4s59qVGtHnriH2APKSliX5,Snuffleupagus,45,804,"cartoon, sesame street"
6B10yUcmUVw4RPKe6j58E9,Heartland,46,12141,
7y3HnWCFEvWj4KM9GFSkiX,WeiBird,65,153580,"chinese r&b, mandopop, taiwan pop, taiwan singer-songwriter"
6g641431O1Xkl7HAs2yFEg,EggPlantEgg,63,269280,"mandopop, taiwan indie, taiwan pop, taiwanese indie"
51DevdOxIJin6DB1FXJpD1,UZI,77,870439,turkish trap
2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,71,2073969,"turkish pop, turkish rock, turkish singer-songwriter"
7k6KVFItaU7pcBvL6poIi9,Mark Eliyahu,66,109719,turkish instrumental
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,81,7178040,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
3iyG1duuxWpcuWa57VSeZ0,The Highwomen,54,108976,new americana
32opPqLCT3sF24Aso7wTXw,Natalie Hemby,56,12201,country pop
4TCXgdDPm10ensLNCVnIYa,Joy Williams,59,104531,"acoustic pop, christian indie, indie folk, indiecoustica, nashville americana, nashville singer-songwriter, neo mellow, new americana"
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,74,787482,"bubblegrunge, chicago indie, indie pop"
7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,80,3612030,"bedroom pop, pop"
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,80,9473654,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,84,17404231,"alternative rock, funk metal, funk rock, permanent wave, rock"
5xUf6j4upBrXZPg6AI4MRK,Soundgarden,70,3372914,"alternative metal, alternative rock, grunge, hard rock, modern rock, nu metal, rock"
5ObBtv5VunwwhQaXXnUrsM,KennyHoopla,60,131707,"modern rock, pop punk"
6WKdhhc03LqnixYI2ZzWzO,Mammoth WVH,50,48647,
74XFHRwlV6OrjEM0A2NCMF,Paramore,80,6651008,"candy pop, pixie, pop emo, pop punk"
7vNNmjV14SKQzlQAEg0BXP,Jean Dawson,56,66093,modern indie pop
3Sz7ZnJQBIHsXLUSo0OQtM,Mac DeMarco,81,2354701,"edmonton indie, lo-fi indie"
1K39EPBZGfaTe2433SFmL8,Luke Wild,44,6214,modern alternative pop
55EarwWraRQY9diMo9Oeul,Deb Never,54,62257,"alternative r&b, indie pop, indie r&b, modern indie pop"
5FkMS3KgG0cjiRm250NFTJ,Coco & Clair Clair,65,76529,
2KexnW3KsCks2O8cXonjG6,Okthxbb,63,884,
67lytN32YpUxiSeWlKfHJ3,Yung Lean,71,651331,"psychedelic hip hop, underground hip hop"
20ZPpiSCh8TSt6Vq07zrcb,Eli Smart,39,3962,
6V70yeZQCoSR2M3fyW8qiA,Spacey Jane,66,105256,"australian indie rock, fremantle indie, perth indie"
5nvWOyAkfNgVLKESq4fOj2,Montell Fish,72,287796,pittsburgh rap
1ueFyDvrq8tCjAd6x8AVxD,Tom The Mail Man,60,70799,"aesthetic rap, emo rap, modern indie pop, sad rap, vapor trap"
61shKG2hWuRTW2PEAPk7fo,Amelia Moore,48,60082,
45TgXXqMDdF8BkjA83OM7z,Rod Wave,82,2782328,florida rap
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,87,15135429,"art pop, pop"
59QZR94fPLVcOx2sWEk7xn,Ashley Park,64,24135,
3yojdgzMmWK3m7QABkOr7x,Ber,57,36695,gen z singer-songwriter
0rNWn0b2f8PiL8VAdDR152,Charlie Oriain,57,3314,
3aHe9rMa5HFTjXHw8tEz0A,Jenna Raine,63,43656,alt z
6s22t5Y3prQHyaHWUN1R1C,AJR,78,2096177,"modern rock, pop rap"
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,79,4933474,"metropopolis, modern rock, pop, pop rock, tropical house"
7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,90,9075487,"lgbtq+ hip hop, pop"
246dkjvS1zLTtiykXe5h60,Post Malone,92,35671946,"dfw rap, melodic rap, rap"
0nnYdIpahs41QiZ9MWp5Wx,Holly Humberstone,66,119270,"alt z, indie pop, modern alternative pop, uk pop"
69761NObDw2KwmmFgZmxzC,Lexi Jayde,61,47043,"alt z, social media pop"
4LLpKhyESsyAXpc4laK94U,Mac Miller,87,6914900,"hip hop, pittsburgh rap, rap"
4A0TivfinfALCAMJqqjZIk,Funk Wav,69,6300,
7tjVFCxJdwT4NdrTmjyjQ6,Muni Long,68,46343,"alternative r&b, indie r&b, pop r&b, r&b"
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,86,8823689,"alternative r&b, hip hop, lgbtq+ hip hop, neo soul, pop"
4TrraAsitQKl821DQY42cZ,Sigrid,67,590008,"dance pop, norwegian pop, pop"
2jFZlvIea42ZvcCw4OeEdA,Count Basie,66,299643,"adult standards, big band, harlem renaissance, jazz, jazz piano, lounge, stride, swing, vocal jazz"
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,77,3219871,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop"
5SyGEPymt1G2uto47tVWvZ,MadeinTYO,69,999336,"atl hip hop, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, underground hip hop, vapor trap"
5SXuuuRpukkTvsLuUknva1,Baby Keem,82,664098,"hip hop, rap"
4RnBFZRiMLRyZy0AzzTg2C,Run The Jewels,65,952307,"escape room, hip hop, political hip hop"
1jKpNUjiz4KXgaAZD5FI9S,Zack De La Rocha,50,67095,"industrial hip hop, political hip hop"
4S1nvNHWiZLP4rzwmULmUa,Big Data,55,100562,"metropopolis, modern alternative rock, modern rock"
4LAz9VRX8Nat9kvIzgkg2v,Rivers Cuomo,62,31598,alternative rock
4YJR4xviDKHoelt9WKHlBa,Andrew W.K.,56,135316,
4iudEcmuPlYNdbP3e1bdn1,Silverchair,63,982775,"alternative metal, alternative rock, australian alternative rock, australian psych, grunge, nu metal, pop rock, post-grunge, rock"
0vWCyXMrrvMlCcepuOJaGI,Boys Like Girls,65,1028361,"neo mellow, neon pop punk, pop punk, pop rock, post-teen pop"
6VxCmtR7S3yz4vnzsJqhSV,Sheppard,66,254857,"australian indie, australian pop, dance pop, folk-pop, modern rock, pop, pop dance, pop rock, tropical house"
776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,74,5416518,"acid rock, album rock, blues rock, classic rock, hard rock, psychedelic rock, rock"
4GITZM5LCR2KcdlgEOrNLD,The Foundations,62,74269,"brill building pop, bubblegum pop, motown, rock-and-roll, soul"
39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,69,1807382,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
39VNwvlQTqE9SvgPjjnMpc,NOTHING MORE,59,307701,alternative metal
1oPEr1Ci8sWOYj8SSh2VPE,Siiickbrain,54,23626,alt z
64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,73,3730966,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
4sTQVOfp9vEMCemLw50sbu,Galantis,79,3182319,"dance pop, edm, electro house, pop, pop dance, tropical house"
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,89,36230397,"canadian pop, dance pop, pop, viral pop"
0GM7qgcRCORpGnfcN2tCiB,Tainy,84,741677,"latin, pop reggaeton, reggaeton, trap latino"
2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,79,11267237,"dance pop, pop, pop rap, urban contemporary"
33qOK5uJ8AR2xuQQAhHump,Teddy Swims,64,341120,
2hgP9Ap2tc10R5jrQaEpMT,Charles Aznavour,65,926730,chanson
1WPcVNert9hn7mHsPKDn7j,Édith Piaf,64,879151,"chanson, torch song, vintage schlager"
35pfnH3vn7DIc0hGC6JdcW,Sham Family,17,268,
34LdbFt5sVXKTJOzf1iExQ,Bully,40,60534,"bubblegrunge, indie punk"
1oVj9JmPUPg4SQ2uerV2xc,Bad Brains,52,338584,"alternative rock, black punk, dc hardcore, hardcore punk, nyhc, post-hardcore, punk, ska punk"
62sC6lUEWRjbFqXpMmOk4G,Fugazi,62,380952,"alternative rock, dc hardcore, noise rock, post-hardcore, post-punk, punk, rock"
46gyXjRIvN1NL1eCB8GBxo,All Time Low,74,2740585,"modern rock, pop punk, rock"
1shBZ1oJHJaZaxq1Y6jyzY,PEARS,33,20291,"indie punk, melodic hardcore, orgcore, power-pop punk, skate punk"
6zXHaJc2ZqAmSyxT606ccM,Swingin' Utters,42,43117,"american oi, melodic hardcore, orgcore, power-pop punk, punk, punk 'n' roll, ska punk, skate punk"
7sVQKNtdP2NylxMgbNOJMM,Goldfinger,61,355015,"pop punk, punk, ska, ska punk, skate punk, socal pop punk"
6xTk3EK5T9UzudENVvu9YB,Rancid,62,711860,"punk, ska, ska punk, skate punk"
3Ri4H12KFyu98LMjSoij5V,Bad Omens,65,247813,"metalcore, post-screamo"
5Vp7LqcfAtx2U1RfIX8i7r,Point North,61,80764,pop punk
5LfGQac0EIXyAN8aUwmNAQ,The Offspring,78,4511061,"alternative metal, permanent wave, punk, rock, skate punk, socal pop punk"
2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,64,1054002,"punk, skate punk, socal pop punk"
23gluE1Q1KOmXrpYz1ivTu,Direct Hit!,38,22588,"folk punk, indie punk, melodic hardcore, orgcore, power-pop punk, skate punk"
1cXi8ALPQCBHZbf0EgP4Ey,Misfits,65,890008,"horror punk, new jersey hardcore, new jersey punk, punk"
5SlxIxRqgFVFeSfpG6SHdf,Koffin Kats,38,45462,"horror punk, psychobilly"
1qqdO7xMptucPDMopsOdkr,State Champs,60,276129,"anthem emo, pixie, pop punk"
6meTcQ79DrfkIuSLPZkpBg,The Story So Far,62,376943,"alternative emo, anthem emo, emo, pop punk, rock"
0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,69,2177896,"alternative dance, alternative rock, dance rock, modern rock, new rave, rock, scottish rock"
4DToQR3aKrHQSSRzSz8Nzt,The Hives,63,638553,"alternative rock, garage rock, garage rock revival, modern rock, new rave, rock, swedish garage rock, swedish hard rock, swedish indie rock"
7bu3H8JO7d0UbMoVzbo70s,The Cure,77,3540676,"new wave, permanent wave, rock, uk post-punk"
4NZvixzsSefsNiIqXn0NDe,Maggie Rogers,68,799512,"indie pop, pop"
0xPoVNPnxIIUS1vrxAYV00,Del Water Gap,61,67004,"deep new americana, indie pop, modern rock"
0AV5z1x1RoOGeJWeJzziDz,Jordy Searcy,55,41446,indiecoustica
05oH07COxkXKIMt6mIPRee,Brandy,70,2545067,"contemporary r&b, dance pop, hip hop, hip pop, neo soul, pop, r&b, urban contemporary"
7fIfKG7oJGO4p8wvyi6adh,E.U.,36,5672,go-go
088fpww3Ae4U9cMZv5O6m8,Amilcare Ponchielli,43,11392,"classical, italian opera, italian romanticism, late romantic era"
1XaPI6thQ3zTKqIU6sCvd2,Gothenburg Symphony Orchestra,53,9317,"classical clarinet, classical performance, nordic orchestra, orchestra"
5UHZvYJA0aPcJSLYkYAeps,Neeme Järvi,58,2899,"classical performance, orchestral performance"
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,82,9021037,"dance pop, pop, pop dance, post-teen pop, tropical house, uk pop"
0O98jlCaPzvsoei6U5jfEL,Damon Albarn,57,324066,"britpop, downtempo, solo wave"
5kM4H3hu2dxxk9erCAZA2e,Malcolm Arnold,32,3296,"contemporary classical, light music"
07pZelCNTBK93CD474588Q,Craig Ogden,39,3743,classical guitar
7BFFr4BUABKAorAN43APPd,Royal Northern Sinfonia,48,699,"british orchestra, chamber orchestra"
27sxIn9cqlHftnewCLqEFd,Richard Hickox,47,1539,"classical performance, orchestral performance"
2U5grycWMciHdeNQGUH7dO,Europa Galante,49,6637,"baroque ensemble, classical performance, historically informed performance, italian baroque ensemble"
3r1dphXjVBOwbUAYrrkEkQ,Fabio Biondi,50,9018,"baroque ensemble, baroque violin, classical performance, early music, historically informed performance, italian violin, orchestral performance, violin"
3XHO7cRUPCLOr6jwp8vsx5,alt-J,74,2955282,"indie rock, modern rock"
5oOhM2DFWab8XhSdQiITry,Tycho,62,632523,"chillwave, downtempo, electronica, indietronica, intelligent dance music"
0nzOx4u4sCJPZb5xjcDtDa,VIMES,24,6731,cologne indie
0p6JzmlJtmzd8I7uEgMOtV,Mountains,21,4125,warm drone
2FXC3k01G6Gw61bmprjgqS,Hozier,82,5020397,"irish singer-songwriter, pop"
6QKDcdjtwqu4E7rztEUQu5,King Charles,45,82567,"folk-pop, shimmer pop, stomp and holler"
6aZyMrc4doVtZyKNilOmwu,Colbie Caillat,73,2265747,"dance pop, neo mellow, pop, pop rock, post-teen pop, viral pop"
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,73,1872229,"dance pop, dance rock, indie poptimism, modern alternative rock, modern rock, pop rock, rock"
7vfydQ0nVBVgJ0ajs8EtRM,Christoph Willibald Gluck,55,30127,"classical, classical era, early music, galante era"
3m1zAAlMbuq1ZAHFggftkC,Giovanni Sgambati,29,1054,"classical era, italian romanticism, post-romantic era"
7jQSqBxct7Aa8b3GsZFkO4,Miloš Karadaglić,54,21500,classical guitar
0HTpLUNPRxYfmKRrnluHfq,Xuefei Yang,35,9345,"chinese classical performance, classical guitar"
3BRHUE4Ml0PKrgZ5EjVtxf,Joseph LeMay,21,1047,
4BHgCTlgRJGkP54Ppwsz8R,Lauren Shera,14,2449,new americana
0eRbECAGCLLiTyVXPBRexU,Jon Batiste,61,178987,new orleans jazz
2AOt5htsbtyaHd5Eq3kl3j,Maxwell,62,1409134,"contemporary r&b, funk, neo soul, quiet storm, r&b, soul, urban contemporary"
5fwKwRmjgEbAclDp30ssyD,Francisca Fortinbras,35,26,
489KvuYBhHiNJYYnb2d2l2,Anona Helene,32,51,chill guitar
5lkiCO9UQ8B23dZ1o0UV4m,Jackson Browne,65,997144,"album rock, classic rock, country rock, folk, folk rock, heartland rock, mellow gold, piano rock, rock, roots rock, singer-songwriter, soft rock"
5qOfTfMzTj2dvvpWKzIFk6,The Bad Plus,43,81721,"avant-garde jazz, contemporary jazz, jazz, jazz fusion, jazz trio, modern jazz trio"
1ZpPJRe9erwiWi548SKVyn,Dr. Lonnie Smith,45,47412,"hammond organ, instrumental funk, jazz, jazz funk, jazz fusion, jazz organ, soul jazz"
5OPNYwuIto3q4ac46rIIZC,"David ""Fathead"" Newman",24,5144,jazz saxophone
738wLrAtLtCtFOLvQBXOXp,Major Lazer,79,6259176,"dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house"
4VZY0nxYMSNotbS7WjNVQy,Nyla,60,4382,
374sWpAJsbZckf98df2jJJ,Fuse ODG,64,114298,"afro dancehall, azonto, dance pop"
6sCbFbEjbYepqswM1vWjjs,Zendaya,74,3110912,"dance pop, pop, post-teen pop"
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,90,15273097,"dance pop, pop, pop rap, r&b, rap"
4uN3DsfENc7dp0OLO0FEIb,Sugar Ray,63,765579,"alternative metal, alternative rock, funk metal, neo mellow, pop rock, post-grunge, rock"
2zCxZQIcbO3Ev8AyTxxqmm,Honeyblood,33,36634,"bubblegrunge, scottish indie"
2Kx7MNY7cI1ENniW7vT30N,Norah Jones,76,2725117,"adult standards, contemporary vocal jazz, jazz pop, neo mellow, vocal jazz"
5f1cs8LexmMYbhNEIOsDLT,Taylor McCall,48,10239,"roots americana, south carolina indie"
7sMcWECQxLm7EoKdRlSCAn,The Bones of J.R. Jones,48,44992,"deep new americana, modern blues rock, new americana, stomp and holler"
1fZpYWNWdL5Z3wrDtISFUH,Shakey Graves,63,428443,"austin americana, austindie, deep new americana, indie folk, new americana, stomp and holler"
3SSBBFq7ACVCk7vapfDqIS,The Northern Belle,31,2154,"norwegian americana, norwegian indie"
0mKLP9jGn5eAZDlaq7UYQY,Darling West,39,6034,norwegian americana
15qMqM0HdFCZ6IKVNfLGNd,Ida Jenshus,31,7038,"norske viser, norwegian americana, norwegian singer-songwriter, trondersk musikk"
3ZwQaquUgrZdqoWDtVUUMY,Louien,29,789,norwegian singer-songwriter
3kVhFap6wa2EN5yrMZIupm,Malin Pettersen,33,4437,norwegian americana
23JSMmZOW1mgd7UhYDk4iJ,Signe Marie Rustad,26,1460,norwegian americana
2xHFB5Nl4D6Il5tfP57sr1,Bendik Brænne,35,1268,norwegian americana
7iPH2BRBF9wKa6ljxvdext,Fenne Lily,54,84461,"bristol indie, british singer-songwriter, indie folk, indie pop"
21XbnrbEMUTZelIfoV12hC,J. Tillman,38,54151,"indie folk, stomp and holler"
7B2edU3Q7btJoNsoHCNohM,Laura Marling,62,446351,"art pop, british folk, british singer-songwriter, chamber pop, indie folk, indie pop, singer-songwriter, stomp and holler"
1vSN1fsvrzpbttOYGsliDr,Tori Kelly,74,1996710,"dance pop, pop, post-teen pop, viral pop"
4obzFoKoKRHIphyHzJ35G3,Becky G,82,10894307,"dance pop, latin, latin pop, latin viral pop, pop, rap latina, reggaeton, trap latino"
1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,73,13819103,"dance pop, girl group, pop, post-teen pop, talent show"
2LSJrlndCuTpdEluvYHc2E,S. Carey,53,98839,"chamber pop, eau claire indie, indie anthem-folk, indie folk, new americana, stomp and holler"
2sNHl4oXsU0DVTy9u1otGt,Birdtalker,56,78986,"folk-pop, indie folk, indiecoustica, new americana, stomp and holler"
7jdFEYD2LTYjfwxOdlVjmc,KALEO,72,1380795,"icelandic indie, icelandic rock, modern alternative rock, modern rock"
6GFfu1alUSrL7qazImC160,Keaton Henson,57,290088,"ambient folk, british singer-songwriter, chamber pop, indie folk, indie pop, stomp and holler"
6xX1Zl1ebx9oUiIr8iK5HU,Andrew James,30,2983,houston indie
7bDmybZmPCu9SCNvxMsTme,Jaimee Harris,17,1315,austin americana
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,91,13065871,pop
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,73,267007,oklahoma country
7HNEfHmDlFofG6YnMt8G7N,Jack Ingram,52,45328,"contemporary country, country road, texas country"
66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,74,3016043,"contemporary country, country, country dawn, country road"
696mMRImtIkeOH1cZtwUgX,Jon Randall,51,2115,
60ht0hWRy1yjUDfNsLuHuP,Lucinda Williams,56,195535,"alternative country, anti-folk, country rock, folk, folk rock, heartland rock, lilith, mellow gold, new americana, outlaw country, roots rock, singer-songwriter"
4KDyYWR7IpxZ7xrdYbKrqY,Bonnie Raitt,65,522689,"classic rock, country rock, electric blues, folk, folk rock, lilith, mellow gold, pop rock, rock, roots rock, singer-songwriter, soft rock, soul"
04HjibunL2jGRLEqVEMfZY,Ash Grunwald,45,29708,australian blues
0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,68,731610,"modern alternative rock, modern rock, pop"
