Id,Name,Popularity,Followers,Genres
0cmWgDlu9CwTgxPhf403hb,Bonobo,72,1201829,"downtempo, electronica, jazztronica, ninja, nu jazz, trip hop"
0g3NiCRhEv7M4SEDMrpItN,Totally Enormous Extinct Dinosaurs,57,158566,"alternative dance, electronica, indietronica, new rave, oxford indie"
4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,83,8559870,"electro, filter house"
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,82,3783476,pop rap
3yDIp0kaq9EFKe07X1X2rz,Nile Rodgers,70,83879,disco
4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,67,1128989,"art rock, permanent wave"
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,91,46811609,"barbadian pop, dance pop, pop, pop rap, urban contemporary"
7CajNmpbOovFoOoasH2HaY,Calvin Harris,86,22458177,"dance pop, edm, electro house, house, pop, pop dance, pop rap, progressive house, uk dance"
2SHhfs4BiDxGQ3oxqf0UHY,Roxette,73,1658748,"europop, new wave pop, soft rock, swedish pop"
2p1fiYHYiXz9qi0JJyxBzN,Skepta,76,996298,"birmingham grime, grime, instrumental grime, rap"
3dKjmeRZcSUw617CoMzEA0,Nafe Smallz,63,165445,"afroswing, trap soul, uk hip hop"
0uq5PttqEjj3IH1bzwcrXF,Spice Girls,72,2572293,"dance pop, europop, girl group, pop"
6Ip8FS7vWT1uKkJSweANQK,Dave,79,1732419,uk hip hop
2SrSdSvpminqmStGELCSNd,Stormzy,77,2418917,"grime, uk hip hop"
1Naqgo0HMRoumRP0e2MXD9,Tiana Major9,56,61326,"alternative r&b, chill r&b, indie r&b, indie soul, r&b, uk contemporary r&b"
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,72,706861,"adult standards, easy listening, vocal jazz"
51Blml2LZPmy7TTiAg47vQ,U2,81,9314279,"irish rock, permanent wave, rock"
62TD7509VQIxUe4WpwO0s3,Johann Pachelbel,61,128995,"baroque, classical, german baroque"
2hGh5VOeeqimQFxqXvfCUf,John Coltrane,69,1382639,"bebop, free jazz, jazz, jazz saxophone"
44NX2ffIYHr6D4n7RaZF7A,Van Morrison,75,2354066,"classic rock, folk, folk rock, mellow gold, rock, roots rock, singer-songwriter, soft rock"
2VIoWte1HPDbZ2WqHd2La7,The Turtles,62,456387,"brill building pop, bubblegum pop, classic rock, folk rock, psychedelic rock"
3RosuARXNIOfNYoJXR7fzA,Tobias Jesso Jr.,40,50686,beatlesque
36QJpDe2go2KgaRleHCDTp,Led Zeppelin,80,11725594,"album rock, classic rock, hard rock, rock"
7ymhGfvQPQLHU20RovzLMJ,Thundamentals,55,115688,"australian hip hop, australian indie, australian pop"
3vbKDsSS70ZX9D2OcvbZmS,Beck,69,1308014,"alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock"
0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,82,16246767,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
244AFgFclA9c1IcjWOAqoV,Joshua Burnside,52,17159,"indie folk, irish singer-songwriter, new americana"
1YZEoYFXx4AxVv13OiOPvZ,Devendra Banhart,61,547807,freak folk
0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,66,2239300,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet"
5v74mT11KGJqadf9sLw4dA,Cannonball Adderley,61,165364,"bebop, big band, cool jazz, hard bop, jazz, jazz blues, jazz fusion, vocal jazz"
35iymrFS4VnsKn35ebHKX9,Red Garland,58,44473,"adult standards, bebop, hard bop, jazz, jazz piano, stride"
0M1UOBJZ9tcKJbrbnVlHZG,Paul Chambers,59,27566,"bebop, hard bop, jazz, jazz double bass"
4WhH68K75YKSAwHAqWFpi1,Philly Joe Jones,52,11600,"hard bop, jazz drums"
6RAiPa076RxBeTBxWO8Xfh,Dane Cook,45,106347,"comedy, comic"
1e6dQzOjEh1eHhme10gUjm,Gary Gulman,40,11726,"comedy, deep comedy, new comedy"
1e1hMHJbMgb1QNtBg2edHA,Dana Gould,33,5449,"comedy, deep comedy, new comedy"
7r2RiE4MXUY1ICdA3gEHRv,Andi Smith,27,1539,"comedienne, comedy, deep comedy, new comedy"
6xfqnpe2HnLVUaYXs2F8YS,Anna Kendrick,67,302211,"hollywood, movie tunes"
5olDKSsFhhmwh8UCWwKtpq,Chick Corea,55,285060,"contemporary jazz, contemporary post-bop, ecm-style jazz, jazz, jazz fusion, jazz piano"
5dP0K6UFJq6UOewk4qIKmL,Iiro Rantala,48,10507,"finnish jazz, finnish modern jazz"
7c9O0hfRy2u32JVcWhoope,Lars Danielsson,51,32866,"contemporary jazz, dark jazz, jazz fusion, swedish jazz"
44ioweuAw5P80TwfcibcpP,Morten Lund,41,295,
2qWOTC15qbAUKtaH477oLC,Tig Notaro,35,21011,comedy
4MnpNtb1z463VnWL27oP17,Al Madrigal,31,4973,"comedy, deep comedy, new comedy"
0uoySDfSlj0gRR8I8Xg3lY,Bill Hicks,35,51839,"comedy, comic"
3s5KtckSMZSS7wsELtMDme,Artie Lange,32,6433,"comedy, deep comedy, new comedy"
25qhKKJ17Ury0KqRKJXj4d,Bill Burr,22,269011,comedy
4nhlYI8HVe4BmpJDsNkT5X,Cameron Esposito,29,7857,"comedienne, new comedy"
5IxfhXIHjAOAqibxl90NZO,Monty Python,49,109476,"british comedy, comic"
4SPvdqkhRp1ARWJvxByVuA,Aziz Ansari,33,122747,"comedy, new comedy"
4mLJ3XfOM5FPjSAWdQ2Jk7,Dr. Dog,67,419389,"indie folk, indie rock, modern folk rock, modern rock, philly indie, stomp and holler"
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,76,994053,"indie folk, stomp and holler"
0fs8oBR1rx7JIXZi75h7Uu,Bahari,57,125252,"alt z, indie electropop, indie poptimism, la pop"
1cwOthlzLBwN8Imbq7P71H,Dotan,60,164965,"dutch pop, dutch rock, folk-pop"
4ITkqBlf5eoVCOFwsJCnqo,Harrdy Sandhu,72,3145656,"desi pop, punjabi pop"
0y59o4v8uw5crbN9M3JiL1,Badshah,77,16933254,"desi hip hop, desi pop, desi trap, haryanvi pop, modern bollywood"
3tPQOjkxO3mrYrrgkTeXgH,Nikhita Gandhi,74,41707,modern bollywood
4Z8W4fKeB5YxbusRsdQVPb,Radiohead,81,6734078,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
4OyRutd80DZC22C4pl63l7,The Barr Brothers,52,113952,"canadian americana, canadian indie, deep new americana, indie folk, new americana, stomp and holler"
4phGZZrJZRo4ElhRtViYdl,Jason Mraz,77,6480030,"acoustic pop, neo mellow, pop, pop rock"
6xrCU6zdcSTsG2hLrojpmI,José González,68,980802,"gothenburg indie, indie folk, stomp and holler, swedish indie folk, swedish indie pop, swedish singer-songwriter"
1u8YzEYh6gvvFog95WtAao,Alan Lomax,30,13477,"appalachian folk, blues, spirituals, traditional blues, traditional folk"
0TwR2bAVKiVSF8VK1gOmLS,Unidentified Mississippi State Penitentiary (Parchman Farm) prisoners,0,26,
3h9TfIgwhovQELlP2jj4xL,Madison Cunningham,54,50853,"indie folk, pop folk"
1lhaaKpTyXOnjp79M3xYBl,Amythyst Kiah,50,28931,"alternative americana, black americana, gothic americana, new americana, queer country, roots rock"
5AcIoQwjyBFFjzxh8UAQlj,Mother Falcon,37,25607,"austindie, chamber pop, shimmer psych, stomp and whittle"
3Zzs4IqjV4b0yEFWqRv1si,Ben Sollee,42,31080,"cello, lexington ky indie, progressive bluegrass, stomp and holler"
2xe8IXgCTpwHE3eA9hTs4n,BANKS,65,992085,electropop
1n3X60xWCyL1zytSiKeu4D,St. South,45,51180,vapor soul
09kCHZp9iFO2FJNb9lR6G5,Megan Davies,59,122901,"acoustic cover, neo mellow, viral pop"
10exVja0key0uqUkk6LJRT,Vance Joy,78,2531751,"folk-pop, modern rock, pop, pop rock"
2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,71,370491,"alt z, pop, pop rock"
3uikSah4dwqwuk0EidFI4R,Caitlyn Smith,52,34232,"contemporary country, country pop"
5fIZHCg2de8322HZodBDWL,The Secret Sisters,60,66083,"folk, indie folk, lilith, new americana, roots rock, stomp and holler"
77BznF1Dr1k5KyEZ6Nn3jB,Vancouver Sleep Clinic,62,269570,"indie folk, vapor pop, vapor soul"
0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,75,600693,"ambient folk, indie folk, pop"
3DkhgIw7lIyxekurpXNTrm,Darlingside,55,47343,"boston folk, folk-pop, indie folk, new americana, new england americana, stomp and holler"
37eqxl8DyLd5sQN54wYJbE,Hiss Golden Messenger,56,73569,"alternative country, deep new americana, folk, indie folk, indie pop, modern folk rock, new americana, north carolina indie, north carolina roots, roots rock, stomp and holler"
2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,72,815886,"neo mellow, pop, viral pop"
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,79,3459383,"dance pop, edm, pop, pop dance, tropical house, uk dance"
4kYGAK2zu9EAomwj3hXkXy,JP Cooper,75,720117,"neo mellow, pop, pop rock, tropical house, uk pop"
6nFBonVf7Lqaj05R0v5VGJ,Sarah Jarosz,59,116299,"acoustic pop, folk, indie folk, lilith, new americana, progressive bluegrass, roots rock, stomp and holler"
3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,76,6219762,"modern folk rock, modern rock, pop rock, stomp and holler, uk americana"
3bLSAQPeix7Xm2e5Gtn48R,The Steeldrivers,65,241342,"bluegrass, neo-traditional bluegrass, new americana, progressive bluegrass"
5G49Sq5mMzAkGL4ZP6eVPY,The Staves,59,194418,"chamber pop, indie folk, indie pop, new americana, stomp and holler, uk americana"
0XHM5ZNJDU8e4CfbWMeSzC,Roo Panes,63,180983,"british singer-songwriter, indie folk, indiecoustica, new americana, stomp and holler"
6AnrSlk5Gp1YMXgaI3mWCL,The Chieftains,53,82223,"celtic, irish folk"
0z7Yuv7DuDQ5SaVn4VSlLt,Lisa Hannigan,58,164213,"indie folk, irish singer-songwriter"
6sMpWUXJNv5pPggHyvqKw2,Branches,43,19868,"indiecoustica, stomp and holler"
64vAECmFoB6mi7n1zTRwR8,Bill Monroe & His Blue Grass Boys,40,23868,"appalachian folk, bluegrass, bluegrass gospel, old-time, progressive bluegrass, traditional country, traditional folk, yodeling"
2IEiSF4inDSwzQowcQjdfT,Hazel Dickens,33,6008,"appalachian folk, banjo, bluegrass, old-time, progressive bluegrass, traditional folk"
3jw7tGSvkcf3nb1LWNnguT,Alice Gerrard,30,908,"old-time, string band"
4LhV33vJvXmFGSM3m5RzUR,Blake Mills,50,49140,"freak folk, indie folk, indie pop, modern folk rock, new americana, stomp and holler"
1dhUEswrKf1aUf6375EPSx,She Keeps Bees,52,23304,brooklyn indie
5KNNVgR6LBIABRIomyCwKJ,Dermot Kennedy,78,1048159,"folk-pop, irish pop, pop"
3ccVtqcqedranb7y8eywJ5,Blanco White,57,103331,"british singer-songwriter, indie anthem-folk, indie folk"
3BJX1nYizKvWpZTY5HOAr4,Charley Crockett,61,127819,"alternative country, new americana, roots americana"
4KcXOZaofRdvBDl0b8LOYM,Logan Ledger,38,7248,
0J95YxeoXi3Um0VpxTwDhn,The Steel Wheels,33,12740,neo-traditional bluegrass
1KVw3QwEmC8QMrpz0SV05n,Molly Tuttle & Golden Highway,33,341,
4LX0KCPnH7gvxEbVXqXmAE,Molly Tuttle,48,39277,"folk, new americana, progressive bluegrass"
4bUqnkrDrb4f7rqmDR9yDu,Foy Vance,58,182629,"acoustic pop, british singer-songwriter, indie anthem-folk, indie folk, irish singer-songwriter, neo mellow, new americana, stomp and holler, uk americana"
5q6z6GTth6lMbL9I8CAgby,Anderson East,57,123874,"modern blues, new americana"
2kGBy2WHvF0VdZyqiVCkDT,Father John Misty,66,657207,"art pop, freak folk, indie folk, indie pop, indie rock, stomp and holler"
33szNKNcVX8x0jl8X7hxHL,Good Old War,44,62229,"folk-pop, stomp and holler"
1VBQhu7f3xYuYPxCo0ddQF,Téada,32,5232,"celtic, irish folk, irish neo-traditional, jig and reel"
0HmAOyVgHVa7wEPIAfTUif,Paul Dooley,24,133,celtic harp
5tuhrLilxNi6N7D6VeQZnc,Cedric Burnside,46,19863,"black americana, memphis americana, modern blues, modern blues rock"
4lujUKeO6nQAJXpq37Epn7,Son Little,58,121901,"funk, indie soul, soul"
0DxKYZItTwmdZYicUhm05C,Shane McAnally,15,2031,queer country
1dHhosKN9sgDJjFltalUch,Ana Egge,33,4520,"canadian americana, deep new americana, ectofolk, folk, indie folk, lilith, new americana"
6cPMzk1hDgzdIe8vkAhcNM,The Stray Birds,40,20642,"lancaster pa indie, new americana, progressive bluegrass"
6hAUCkzZpoYGObd8qFW5TT,Pokey LaFarge,51,83924,"alternative country, deep new americana, folk, indie folk, new americana, roots rock, stomp and holler"
2gqMBdyddvN82dzZt4ZF14,Yola,58,103247,"black americana, folk, new americana, uk americana"
3b8jXMWK6VSV8FlQ4hbVkd,LULLANAS,43,3599,folk-pop
3FfbgiZhcCkoiI7IzOwXlI,Ben Abraham,51,24267,"indie anthem-folk, indiecoustica"
0lEDIqg3LH3JQ9YoFMJAIn,LaSalle Street Trio,52,406,background jazz
6qy9Pwg24brS7agh5Q4q1w,George Alec,46,269,
1qwshnqmsxCWhZAnBIISeL,Stephen Rennicks,47,4562,soundtrack
1csBgT42N4pPPs1HJhxXIK,Thomas Newman,66,197965,"orchestral soundtrack, scorecore, soundtrack"
470WlqN9HSRDGNaMufeHHF,Imaginary Future,63,131018,"folk-pop, indie folk, indiecoustica, neo mellow, pop rock, viral pop"
2tfWguHr2nj4e8KXLKciVq,André Previn,64,30283,orchestral performance
7AANfmLM36QqH6QsOQnV3h,Nigel Kennedy,56,39712,"bow pop, violin"
08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,83,7760238,"album rock, classic rock, mellow gold, rock, soft rock, yacht rock"
0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,68,1454875,"adult standards, brill building pop, mellow gold, rock-and-roll, rockabilly"
6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,78,5115956,"arkansas country, outlaw country"
3lmR0qMiGuoIF9UC54egcG,Aldous Harding,56,166284,"ambient folk, art pop, chamber pop, dunedin indie, freak folk, indie folk, nz folk, nz pop, nz singer-songwriter"
5B7NeaqVrmXPyF05C9tnZ3,Christian Lee Hutson,47,19551,"bubblegrunge, deep new americana, indie folk, indie pop"
5zzbSFZMVpvxSlWAkqqtHP,Brown Bird,48,75981,"indie folk, maine indie, new americana, rhode island indie, stomp and holler"
3xYXYzm9H3RzyQgBrYwIcx,Colter Wall,70,586255,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie"
70kkdajctXSbqSMJbQO424,Kacey Musgraves,76,1080824,"contemporary country, country dawn, pop, texas country"
33bzrYoIWLx5uox3y0VtHn,Greensky Bluegrass,54,165246,"banjo, bluegrass, jam band, jamgrass, midwest americana, new americana, progressive bluegrass, roots rock"
1OwarW4LEHnoep20ixRA0y,Robert Plant,64,911965,"album rock, art rock, blues rock, classic rock, hard rock, mellow gold, rock, roots rock, soft rock, symphonic rock, uk americana"
5J6L7N6B4nI1M5cwa29mQG,Alison Krauss,67,292044,"bluegrass, folk, lilith, mellow gold, progressive bluegrass"
4UodukR17NIQfNu5uaqm9B,Jamila Woods,59,178635,"afrofuturism, alternative r&b, escape room, indie soul"
6AyATGg7mDgBlZ4N5uNog0,SYML,72,462158,pop
4k0n9qZSgE1HVExw9b2T9j,Józef Gatysik,52,2543,focus
6zo4rHxIGBohn7OaoTS1qa,Lílian Pinto,49,111,
1f3ubTd6eyxuy30ddDJQQa,Aoife O'Donovan,57,41560,"boston folk, folk, indie folk, new americana, progressive bluegrass"
4gFssfOmWNY3LfIZ3zyoy4,Punch Brothers,53,195538,"banjo, bluegrass, indie folk, mandolin, new americana, progressive bluegrass"
2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,59,263458,"ambient folk, british singer-songwriter, indie folk"
6GpcBKNmZDIrRzYkPJu7Wd,flora cash,66,222528,"indie pop, scandipop, swedish indie folk"
3NP4jJcW3R6qO6rbtnH0wn,MARO,52,38369,musica portuguesa contemporanea
1ZwdS5xdxEREPySFridCfh,2Pac,82,11979299,"g funk, gangster rap, hip hop, rap, west coast rap"
2jp3Fk52x0HbymU0lNYbSC,Outlawz,66,193157,gangster rap
4d3yvTptO48nOYTPBcPFZC,Eve,70,1003820,"dance pop, gangster rap, hip hop, hip pop, philly rap, pop rap, r&b, rap, urban contemporary"
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,78,5139890,"dance pop, pop, post-teen pop, urban contemporary"
7foyQbi7GKriLiv1GPVEwt,Susto,49,30436,"deep new americana, indie folk, new americana, roots rock, south carolina indie, stomp and holler"
1WrqUPWlHN5FXCRcQgrkas,Lucius,61,139634,"indie folk, indie pop, new americana, stomp and holler"
1xVWSPiw5B0OduIC0DSu3V,Delta Spirit,49,110534,"indie folk, indie rock, modern folk rock, new americana, piano rock, stomp and holler"
4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,79,3141900,"eau claire indie, indie folk, melancholia"
0Qi9Fcmn1DJAoG8Agf5ibb,Bonny Light Horseman,50,26564,"indie folk, indie pop, new americana, stomp and holler"
4LBdlNpHBD8dHPcVCrjSB6,Eric D. Johnson,50,1364,
3kKgcBXTgyAZhXPV3AaSZc,Josh Kaufman,50,521,
7K5Lm5dxoEwEpOS0Fc3l3s,Anaïs Mitchell,65,50422,indie folk
6J7rw7NELJUCThPbAfyLIE,The Civil Wars,62,785607,"acoustic pop, indie folk, neo mellow, new americana, pop rock, stomp and holler"
6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,66,899581,"acoustic pop, indie folk, neo mellow, new americana, pop rock, stomp and holler"
5poU7FPEYoBlwjzOEWMbX5,Hand Habits,47,40423,"art pop, bedroom pop, bubblegrunge, chamber pop, chamber psych, experimental pop, freak folk, garage psych, indie folk, indie pop, indie rock, stomp and holler"
6pmxr66tMAePxzOLfjGNcX,Beirut,63,899634,"albuquerque indie, baroque pop, chamber pop, indie pop, indie rock, stomp and holler"
3Bd1cgCjtCI32PYvDC3ynO,London Grammar,69,1321323,"metropopolis, nottingham indie"
1rKrEdI6GKirxWHxIUPYms,Agnes Obel,65,707891,chamber pop
0oeUdHJ3cy1oveb8WguJJt,OTR,55,34377,"vapor soul, vapor twitch"
7C3Cbtr2PkH2l4tOGhtCsk,Shallou,67,184436,"electropop, indie poptimism, new french touch, tropical house, vapor soul"
2vf4pRsEY6LpL5tKmqWb64,Elderbrook,72,260475,"pop dance, tropical house"
6FbDoZnMBTdhhhLuJBOOqP,Jewel,63,597005,"alaska indie, lilith, permanent wave, pop rock, singer-songwriter"
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,75,2739449,"irish rock, pop rock, rock"
6pOtVlJugMBAdUU8OU1xDe,Ainslie Wills,49,11092,"australian indie, melbourne indie"
6vUNwmljZAcn7tNtUoxG45,Old Sea Brigade,57,61656,"indie anthem-folk, indie folk, indiecoustica, new americana, pop folk, stomp and holler"
4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,67,997356,"indie folk, indie pop, neo mellow, stomp and holler"
73LjFn4z6WTV7MevyPxrRc,Idir,46,96498,kabyle
0oXFsuB6XBuDTsXJgplR7k,Souad Massi,48,114238,"afropop, arab alternative, arab folk, classic arab pop, world"
0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,82,7709583,"art rock, classic rock, glam rock, permanent wave, rock"
6sHBT1KbVZuG7oqVYVYNL3,Claude McKay,1,135,
5ujCegv1BRbEPTCwQqFk6t,John Fogerty,59,665098,"blues rock, classic rock, country rock, heartland rock, mellow gold, rock, swamp rock"
5VLQQzAkJrzG7QggE4DVg2,little hurricane,36,34663,"deep new americana, modern alternative rock, modern blues rock, san diego indie"
2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,70,2737182,"alternative metal, alternative rock, grunge, hard rock, nu metal, pop rock, post-grunge, rock"
71zBpZsf6YDEBfWayKdAOA,Made in Heights,0,78444,"gauze pop, vapor pop"
5vWi8w3Fj4FvfWtSrTDBOz,Come on Live Long,11,2570,irish indie
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,90,19151552,"conscious hip hop, hip hop, rap, west coast rap"
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,94,75068648,"dance pop, pop"
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,89,23855601,"dance pop, hip pop, pop, pop rap, queens hip hop"
5qa31A9HySw3T7MKWI9bGg,FLETCHER,72,560805,"alt z, dance pop, electropop, indie poptimism, pop, post-teen pop, social media pop"
6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,76,1941576,"british indie rock, modern rock, pop, rock"
60rNO7ymhlxcYxrdkDYq1k,Dylan LeBlanc,47,34002,"deep new americana, modern folk rock, new americana, stomp and holler"
675tsBPpaZtqyiBwEf3ZEP,Mandolin Orange,59,219671,"deep new americana, new americana, north carolina roots, progressive bluegrass, stomp and holler"
2SrWifjYv7b5tR8EzEmn1x,Golden Features,59,102784,industrial pop
192J7pIS4EJBx0U70kx40D,Velvetine,30,3517,
1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,75,5348426,"dance pop, girl group, hip pop, pop, r&b, urban contemporary"
3Gm5F95VdRxW3mqCn8RPBJ,Aminé,76,1726532,"hip hop, pop, portland hip hop, rap, underground hip hop"
6JvU33PZ8MtZyeFTESr09O,Kap G,51,493951,"atl hip hop, chicano rap, melodic rap, trap, vapor trap"
536qHynzDH1QviwhWY9dE3,Loraine James,36,13471,"art pop, deconstructed club, uk experimental electronic"
3BKX2WA8UjZgTIJ2juyQ7G,Nídia,24,5656,"batida, electra, fluxwork, multidisciplinary"
6nxhRvqz0JgSi5oBxqHILh,Eldridge Cleaver,1,382,
7Cp14KBRtDwGucKNPUyT11,The Boys Choir Of Harlem,45,1438,children's choir
6yJCxee7QumYr820xdIsjo,Zac Brown Band,74,2952230,"contemporary country, country, country road, modern country rock"
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,81,8400619,"dance pop, neo mellow, pop, post-teen pop, talent show, urban contemporary"
1uKR3ihZmv8a93heLPYKQ8,Janice,46,8472,"scandinavian r&b, swedish pop"
2l9yw8Eb7B9bziBHtOmUVC,Mavrick,15,1309,deep pop edm
1HKGjRPwI0gaFyv4aSWPPl,Adia Victoria,47,29134,"alternative americana, black americana, folk, new americana, roots rock"
1XIifqPXfWSoTQfrcuXXtX,Paddy Reilly,44,31721,"celtic, irish country, irish folk"
1XjkajTCuInbWYxcxPvFtP,Liam Clancy,42,19060,"celtic, irish country, irish folk"
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,86,17162808,"dance pop, pop, post-teen pop"
56oDRnqbIiwx4mymNEv7dS,Lizzo,76,4330021,"dance pop, escape room, minnesota hip hop, pop, trap queen"
4nsPi7d9VK5VtyXtEYM8vR,Joe Levy and Guests,0,109,
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,72,1686172,"boy band, dance pop, post-teen pop"
6PAt558ZEZl0DmdXlnjMgD,Eric Clapton,76,4685654,"album rock, blues rock, classic rock, electric blues, mellow gold, rock"
4J51t1ZO7ed5qgsXmz9VXM,Bugle,47,71776,"modern reggae, riddim"
3dPuXCO7uQLHphYgFzUXCJ,808 Delavega,42,332,
3Vszg64mczF1dWEcW2dU5W,Luciano,48,143507,"dancehall, lovers rock, reggae, roots reggae"
3qGfsdmNOX6dBSdhLFumeK,Addis Records,36,579,
6Q192DXotxtaysaqNPy5yR,Amy Winehouse,78,7663393,"british soul, indie r&b, neo soul"
0CDUUM6KNRvgBFYIbWxJwV,Dawes,54,219445,"alternative country, deep new americana, indie folk, indie rock, modern folk rock, new americana, roots rock, stomp and holler"
3rT8xTwSOMDURtWpPyoKIO,Deer Tick,48,140009,"alternative country, deep new americana, indie folk, modern folk rock, new americana, rhode island indie, roots rock, stomp and holler"
4omS6iWv8SKCrZULjKfeI5,Robert Lowe,42,63,chill guitar
16QnPlBSrFOGlH44k9L7nN,Dawa Sherpa,36,46,
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,77,3847736,"album rock, art rock, beatlesque, classic rock, mellow gold, rock, soft rock"
0vn7UBvSQECKJm2817Yf1P,James Taylor,71,1905162,"adult standards, classic rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock"
0ECwFtbIWEVNwjlrfc6xoL,Eagles,79,7631972,"album rock, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, soft rock, yacht rock"
5j2d5CS0sh2LTpFsrKAFcW,Marisa Anderson,46,14704,"american primitive, art pop, drone folk, experimental psych, freak folk, indie folk, neo-psychedelic"
0SEjW4NsEIkiSgpoxLuQCI,Max Ochs,23,2222,"american primitive, drone folk"
7x0g29FUOlzLsQrKB0NioF,Surrounding Life,40,595,new tribe
3IbbzLtE2xQEMIw5htkA9i,Gamini Khatri,45,61,
7JFtD8KnbAADBBDleIMuH7,The Lone Bellow,52,81732,"deep new americana, indie folk, new americana, stomp and holler"
5Wfvw7rDz7HA6gE2z6QhqO,JOSEPH,54,99921,"folk-pop, indie folk, new americana, stomp and holler"
2D38buglrcCl9TMZ45tkh1,R. Carlos Nakai,52,38052,"meditation, native american, native american flute, navajo"
6Sp2FifnF2ZMmUrLvUuapi,Dean Evenson,53,24578,"chakra, healing, meditation, new age, sleep"
6nwprrB1xrohGrilsErewM,Olof Dahlström Recordings,39,45,ocean
0z6S9Vu5DzgaYlPfa4t9lv,Peter Graham,51,226,
11662aaOqDYv2EBHSxJPJV,Drivotra,53,26,rain
1YrzJskaD4814wEI0N3mof,Lunacy,48,21,
6c2zaxb47VSieJR0wLDLAg,Nordic Rain,52,55,
5BnvoIO9j362IcN5NkZ9Tq,Monsooners,51,25,
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,78,945812,"dance pop, pop"
7GaxyUddsPok8BuhxN6OUW,James Brown,68,1859957,"funk, motown, soul"
5schNIzWdI9gJ1QRK8SBnc,Ben Howard,70,1930994,"british singer-songwriter, folk-pop, indie folk, neo mellow, pop rock, stomp and holler"
7q7IUe2AqtifSZ2q52kHFc,Forest Blakk,66,55384,"alt z, pop rock"
32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,76,1663085,"classic country pop, country, country dawn"
4NqS7DbPFYwZmniGHCPMpm,Nature Sounds,67,96494,"environmental, sleep, water"
5FnRSMJOiTQUGkNRfOaJYm,Byron Wolfe,40,224,calming instrumental
19gSkzJPz68TJCpd3RIbm5,August Wilkes,42,275,calming instrumental
7E3BRXV9ZbCt5lQTCXMTia,Ólafur Arnalds,68,650430,"bow pop, compositional ambient, icelandic classical, neo-classical, neoclassical darkwave"
7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,64,562886,"ambient, art pop, art rock, compositional ambient, electronica, experimental, experimental ambient, fourth world, glam rock, minimalism"
2HvC4RR0XAB9P2k67t1MEM,New Composers,16,1066,russian electronic
1zQiEG2u3FSEMD9QU0Brxg,Baudouin Béringer,45,24,
2ClAWj3iKUlyddnvR6faUP,Jacob David,63,4109,"background piano, neo-classical"
6I734cgGnMNAYXbDKI6pxm,Dancing Waves,48,36,
7AbQo3tDp5SYr5ctDcNC21,Wavelab,52,98,white noise
6eu6iTsysW1wIPR23xq8BB,Nature 101,38,31,ocean
00BUyp4ARwFm96JWiIaDFK,Di Melting Point,37,17,ocean
5Q4tKwDny1EHVFVtyqL01w,Lazzink,33,10,
6exdDygZZLI2xuOyLPCNnn,Dream Birds,39,19,white noise
367WqYA55AUDT7u8TMBVsy,Berlin Rain,39,21,
5iZR4UKrhE03RTdCSJo6eG,Ambiworld,52,1181,"rain, sound"
